Year,Event ID,Event Name,Player Name,Round,Score,SG Total,Driving Distance,GIR,Scrambling
2019,535,U.S. Open,"Garcia, Sergio",4,68,5.169,314.2,0.778,0.833
2019,535,U.S. Open,"Schwartzel, Charl",1,71,2.718,307.2,0.611,0.5
2019,535,U.S. Open,"Schwartzel, Charl",2,74,-0.213,300.4,0.611,0.556
2019,535,U.S. Open,"Schwartzel, Charl",3,71,1.408,305.5,0.556,0.6
2019,535,U.S. Open,"Schwartzel, Charl",4,70,3.169,304.2,0.667,0.556
2019,535,U.S. Open,"Harman, Brian",1,72,1.718,286.7,0.333,0.6
2019,535,U.S. Open,"Harman, Brian",2,71,2.787,298.1,0.389,0.636
2019,535,U.S. Open,"Harman, Brian",3,71,1.408,300.7,0.611,0.778
2019,535,U.S. Open,"Harman, Brian",4,72,1.169,296.8,0.611,0.625
2019,535,U.S. Open,"Johnson, Dustin",1,71,2.718,314.9,0.667,0.714
2019,535,U.S. Open,"Johnson, Dustin",2,73,0.787,311.0,0.611,0.375
2019,535,U.S. Open,"Johnson, Dustin",3,68,4.408,305.3,0.5,0.9
2019,535,U.S. Open,"Johnson, Dustin",4,74,-0.831,305.6,0.667,0.5
2019,535,U.S. Open,"Thomas, Justin",1,73,0.718,309.6,0.5,0.75
2019,535,U.S. Open,"Thomas, Justin",2,69,4.787,311.1,0.667,0.857
2019,535,U.S. Open,"Thomas, Justin",3,71,1.408,311.7,0.667,0.625
2019,535,U.S. Open,"Thomas, Justin",4,73,0.169,307.8,0.611,0.625
2019,535,U.S. Open,"Spieth, Jordan",1,77,-3.282,298.5,0.611,0.5
2019,535,U.S. Open,"Spieth, Jordan",2,69,4.787,305.2,0.667,0.571
2019,535,U.S. Open,"Spieth, Jordan",3,68,4.408,307.2,0.722,0.4
2019,535,U.S. Open,"Spieth, Jordan",4,72,1.169,304.0,0.556,0.667
2019,535,U.S. Open,"Reed, Patrick",1,72,1.718,294.8,0.556,0.778
2019,535,U.S. Open,"Reed, Patrick",2,73,0.787,298.0,0.611,0.7
2019,535,U.S. Open,"Reed, Patrick",3,74,-1.592,294.1,0.444,0.583
2019,535,U.S. Open,"Reed, Patrick",4,67,6.169,309.8,0.667,0.625
2019,535,U.S. Open,"Kaymer, Martin",1,77,-3.282,294.4,0.5,0.556
2019,535,U.S. Open,"Kaymer, Martin",2,68,5.787,292.7,0.722,0.8
2019,535,U.S. Open,"Kaymer, Martin",3,69,3.408,286.8,0.667,0.75
2019,535,U.S. Open,"Kaymer, Martin",4,73,0.169,292.7,0.611,0.4
2019,535,U.S. Open,"Matsuyama, Hideki",1,69,4.718,303.8,0.778,0.5
2019,535,U.S. Open,"Matsuyama, Hideki",2,76,-2.213,299.8,0.556,0.455
2019,535,U.S. Open,"Matsuyama, Hideki",3,74,-1.592,302.2,0.722,0.667
2019,535,U.S. Open,"Matsuyama, Hideki",4,68,5.169,303.7,0.611,0.857
2019,535,U.S. Open,"Baker, Chris",1,74,-0.282,296.5,0.5,0.444
2019,535,U.S. Open,"Baker, Chris",2,71,2.787,300.2,0.611,0.625
2019,535,U.S. Open,"Baker, Chris",3,69,3.408,296.9,0.611,0.625
2019,535,U.S. Open,"Baker, Chris",4,73,0.169,297.5,0.556,0.5
2019,535,U.S. Open,"Hoshino, Rikuya",1,69,4.718,300.0,0.667,0.714
2019,535,U.S. Open,"Hoshino, Rikuya",2,74,-0.213,297.1,0.611,0.444
2019,535,U.S. Open,"Hoshino, Rikuya",3,73,-0.592,313.4,0.5,0.615
2019,535,U.S. Open,"Hoshino, Rikuya",4,71,2.169,310.1,0.833,0.8
2019,535,U.S. Open,"DeChambeau, Bryson",1,73,0.718,333.9,0.556,0.364
2019,535,U.S. Open,"DeChambeau, Bryson",2,69,4.787,327.8,0.611,0.545
2019,535,U.S. Open,"DeChambeau, Bryson",3,68,4.408,334.7,0.833,0.6
2019,535,U.S. Open,"DeChambeau, Bryson",4,77,-3.831,321.1,0.722,0.286
2019,535,U.S. Open,"Rodgers, Patrick",1,70,3.718,319.3,0.667,0.571
2019,535,U.S. Open,"Rodgers, Patrick",2,71,2.787,320.7,0.778,0.4
2019,535,U.S. Open,"Rodgers, Patrick",3,77,-4.592,314.2,0.556,0.556
2019,535,U.S. Open,"Rodgers, Patrick",4,70,3.169,322.3,0.722,0.6
2019,535,U.S. Open,"Niemann, Joaquin",1,75,-1.282,314.6,0.444,0.462
2019,535,U.S. Open,"Niemann, Joaquin",2,69,4.787,318.9,0.722,0.667
2019,535,U.S. Open,"Niemann, Joaquin",3,71,1.408,317.7,0.722,0.6
2019,535,U.S. Open,"Niemann, Joaquin",4,73,0.169,317.9,0.667,0.625
2019,535,U.S. Open,"Bezuidenhout, Christiaan",1,72,1.718,290.4,0.389,0.727
2019,535,U.S. Open,"Bezuidenhout, Christiaan",2,70,3.787,299.4,0.778,0.6
2019,535,U.S. Open,"Bezuidenhout, Christiaan",3,70,2.408,296.1,0.889,0.0
2019,535,U.S. Open,"Bezuidenhout, Christiaan",4,76,-2.831,289.5,0.556,0.429
2019,535,U.S. Open,"Wu, Dylan",1,70,3.718,296.5,0.667,0.857
2019,535,U.S. Open,"Wu, Dylan",2,73,0.787,300.5,0.5,0.75
2019,535,U.S. Open,"Wu, Dylan",3,74,-1.592,299.4,0.5,0.667
2019,535,U.S. Open,"Wu, Dylan",4,71,2.169,306.6,0.556,0.6
2019,535,U.S. Open,"Scott, Adam",1,70,3.718,307.8,0.667,0.714
2019,535,U.S. Open,"Scott, Adam",2,75,-1.213,306.4,0.5,0.417
2019,535,U.S. Open,"Scott, Adam",3,71,1.408,305.4,0.444,0.667
2019,535,U.S. Open,"Scott, Adam",4,73,0.169,305.6,0.667,0.667
2019,535,U.S. Open,"Molinari, Edoardo",1,70,3.718,299.3,0.556,0.75
2019,535,U.S. Open,"Molinari, Edoardo",2,76,-2.213,290.9,0.5,0.4
2019,535,U.S. Open,"Molinari, Edoardo",3,72,0.408,301.9,0.611,0.556
2019,535,U.S. Open,"Molinari, Edoardo",4,71,2.169,305.5,0.833,1.0
2019,535,U.S. Open,"Griffin, Lanto",1,76,-2.282,306.4,0.556,0.3
2019,535,U.S. Open,"Griffin, Lanto",2,69,4.787,304.1,0.667,0.778
2019,535,U.S. Open,"Griffin, Lanto",3,69,3.408,298.4,0.556,0.875
2019,535,U.S. Open,"Griffin, Lanto",4,75,-1.831,303.3,0.444,0.429
2019,535,U.S. Open,"Im, Sungjae",1,72,1.718,300.9,0.667,0.571
2019,535,U.S. Open,"Im, Sungjae",2,72,1.787,303.4,0.556,0.727
2019,535,U.S. Open,"Im, Sungjae",3,69,3.408,290.4,0.667,0.857
2019,535,U.S. Open,"Im, Sungjae",4,76,-2.831,296.4,0.667,0.429
2019,535,U.S. Open,"MacIntyre, Robert",1,71,2.718,303.8,0.667,0.714
2019,535,U.S. Open,"MacIntyre, Robert",2,73,0.787,305.1,0.556,0.667
2019,535,U.S. Open,"MacIntyre, Robert",3,72,0.408,299.7,0.611,0.778
2019,535,U.S. Open,"MacIntyre, Robert",4,73,0.169,315.2,0.667,0.444
2019,535,U.S. Open,"Poulter, Ian",1,74,-0.282,290.9,0.444,0.7
2019,535,U.S. Open,"Poulter, Ian",2,71,2.787,294.4,0.5,0.727
2019,535,U.S. Open,"Poulter, Ian",3,68,4.408,294.9,0.722,0.667
2019,535,U.S. Open,"Poulter, Ian",4,77,-3.831,293.5,0.556,0.0
2019,535,U.S. Open,"Ormsby, Wade",1,72,1.718,285.6,0.611,0.625
2019,535,U.S. Open,"Ormsby, Wade",2,74,-0.213,288.1,0.722,0.2
2019,535,U.S. Open,"Ormsby, Wade",3,73,-0.592,287.0,0.667,0.5
2019,535,U.S. Open,"Ormsby, Wade",4,71,2.169,289.4,0.5,0.75
2019,535,U.S. Open,"Reavie, Chez",1,76,-2.282,288.5,0.611,0.286
2019,535,U.S. Open,"Reavie, Chez",2,68,5.787,289.4,0.778,1.0
2019,535,U.S. Open,"Reavie, Chez",3,72,0.408,285.5,0.444,0.667
2019,535,U.S. Open,"Reavie, Chez",4,74,-0.831,285.3,0.667,0.5
2019,535,U.S. Open,"Hadwin, Adam",1,70,3.718,293.7,0.667,0.857
2019,535,U.S. Open,"Hadwin, Adam",2,72,1.787,295.4,0.556,0.5
2019,535,U.S. Open,"Hadwin, Adam",3,75,-2.592,293.8,0.333,0.583
2019,535,U.S. Open,"Hadwin, Adam",4,73,0.169,298.8,0.556,0.75
2019,535,U.S. Open,"Kim, Si Woo",1,71,2.718,300.2,0.667,0.333
2019,535,U.S. Open,"Kim, Si Woo",2,75,-1.213,301.7,0.611,0.417
2019,535,U.S. Open,"Kim, Si Woo",3,70,2.408,307.4,0.556,0.857
2019,535,U.S. Open,"Kim, Si Woo",4,74,-0.831,301.7,0.556,0.5
2019,535,U.S. Open,"Poston, J.T.",1,72,1.718,293.0,0.722,0.4
2019,535,U.S. Open,"Poston, J.T.",2,73,0.787,299.4,0.611,0.5
2019,535,U.S. Open,"Poston, J.T.",3,71,1.408,300.3,0.5,0.818
2019,535,U.S. Open,"Poston, J.T.",4,74,-0.831,296.0,0.556,0.667
2019,535,U.S. Open,"Westwood, Lee",1,71,2.718,300.3,0.667,0.429
2019,535,U.S. Open,"Westwood, Lee",2,72,1.787,302.2,0.611,0.714
2019,535,U.S. Open,"Westwood, Lee",3,71,1.408,301.7,0.722,0.625
2019,535,U.S. Open,"Westwood, Lee",4,77,-3.831,298.6,0.333,0.667
2019,535,U.S. Open,"Frittelli, Dylan",1,73,0.718,316.8,0.722,0.714
2019,535,U.S. Open,"Frittelli, Dylan",2,72,1.787,309.3,0.556,0.556
2019,535,U.S. Open,"Frittelli, Dylan",3,72,0.408,313.6,0.5,0.833
2019,535,U.S. Open,"Frittelli, Dylan",4,74,-0.831,316.7,0.389,0.538
2019,535,U.S. Open,"Hoge, Tom",1,72,1.718,294.5,0.5,0.727
2019,535,U.S. Open,"Hoge, Tom",2,71,2.787,295.1,0.722,0.5
2019,535,U.S. Open,"Hoge, Tom",3,76,-3.592,287.0,0.556,0.429
2019,535,U.S. Open,"Hoge, Tom",4,72,1.169,289.8,0.611,0.4
2019,535,U.S. Open,"Lamb, Rick",1,71,2.718,293.4,0.722,0.8
2019,535,U.S. Open,"Lamb, Rick",2,75,-1.213,306.8,0.556,0.545
2019,535,U.S. Open,"Lamb, Rick",3,74,-1.592,300.5,0.556,0.455
2019,535,U.S. Open,"Lamb, Rick",4,71,2.169,306.8,0.722,0.4
2019,535,U.S. Open,"Bland, Richard",1,70,3.718,290.4,0.667,0.833
2019,535,U.S. Open,"Bland, Richard",2,67,6.787,291.4,0.667,0.6
2019,535,U.S. Open,"Bland, Richard",3,77,-4.592,290.0,0.389,0.556
2019,535,U.S. Open,"Bland, Richard",4,78,-4.831,294.7,0.444,0.444
2019,535,U.S. Open,"Watson, Bubba",1,72,1.718,304.5,0.5,0.556
2019,535,U.S. Open,"Watson, Bubba",2,67,6.787,308.4,0.722,0.75
2019,535,U.S. Open,"Watson, Bubba",3,77,-4.592,308.4,0.5,0.364
2019,535,U.S. Open,"Watson, Bubba",4,76,-2.831,303.1,0.556,0.556
2019,535,U.S. Open,"Cabrera Bello, Rafa",1,68,5.718,299.2,0.722,1.0
2019,535,U.S. Open,"Cabrera Bello, Rafa",2,76,-2.213,297.1,0.444,0.7
2019,535,U.S. Open,"Cabrera Bello, Rafa",3,74,-1.592,295.2,0.611,0.667
2019,535,U.S. Open,"Cabrera Bello, Rafa",4,74,-0.831,298.2,0.722,0.333
2019,535,U.S. Open,"Fleetwood, Tommy",1,72,1.718,299.5,0.556,0.625
2019,535,U.S. Open,"Fleetwood, Tommy",2,73,0.787,303.2,0.667,0.571
2019,535,U.S. Open,"Fleetwood, Tommy",3,74,-1.592,309.6,0.667,0.143
2019,535,U.S. Open,"Fleetwood, Tommy",4,73,0.169,303.0,0.444,0.636
2019,535,U.S. Open,"Woodland, Gary",1,74,-0.282,315.5,0.722,0.333
2019,535,U.S. Open,"Woodland, Gary",2,71,2.787,312.5,0.667,0.375
2019,535,U.S. Open,"Woodland, Gary",3,73,-0.592,306.3,0.5,0.6
2019,535,U.S. Open,"Woodland, Gary",4,74,-0.831,313.2,0.5,0.5
2019,535,U.S. Open,"Kisner, Kevin",1,73,0.718,294.2,0.444,0.778
2019,535,U.S. Open,"Kisner, Kevin",2,73,0.787,290.2,0.5,0.778
2019,535,U.S. Open,"Kisner, Kevin",3,72,0.408,291.5,0.667,0.5
2019,535,U.S. Open,"Kisner, Kevin",4,75,-1.831,295.0,0.667,0.429
2019,535,U.S. Open,"Fitzpatrick, Matt",1,70,3.718,310.8,0.778,0.5
2019,535,U.S. Open,"Fitzpatrick, Matt",2,75,-1.213,310.7,0.556,0.5
2019,535,U.S. Open,"Fitzpatrick, Matt",3,72,0.408,305.7,0.556,0.545
2019,535,U.S. Open,"Fitzpatrick, Matt",4,76,-2.831,300.9,0.5,0.4
2019,535,U.S. Open,"Cink, Stewart",1,73,0.718,295.5,0.611,0.333
2019,535,U.S. Open,"Cink, Stewart",2,72,1.787,311.4,0.667,0.6
2019,535,U.S. Open,"Cink, Stewart",3,74,-1.592,308.0,0.444,0.727
2019,535,U.S. Open,"Cink, Stewart",4,75,-1.831,305.7,0.5,0.5
2019,535,U.S. Open,"Hoffman, Charley",1,72,1.718,307.7,0.556,0.667
2019,535,U.S. Open,"Hoffman, Charley",2,71,2.787,307.7,0.667,0.429
2019,535,U.S. Open,"Hoffman, Charley",3,75,-2.592,312.9,0.556,0.455
2019,535,U.S. Open,"Hoffman, Charley",4,76,-2.831,310.8,0.611,0.375
2019,535,U.S. Open,"Vegas, Jhonattan",1,75,-1.282,313.1,0.667,0.333
2019,535,U.S. Open,"Vegas, Jhonattan",2,69,4.787,314.9,0.778,0.6
2019,535,U.S. Open,"Vegas, Jhonattan",3,74,-1.592,314.0,0.667,0.5
2019,535,U.S. Open,"Vegas, Jhonattan",4,76,-2.831,313.6,0.667,0.571
2019,535,U.S. Open,"Montgomery, Taylor",1,70,3.718,302.6,0.444,0.8
2019,535,U.S. Open,"Montgomery, Taylor",2,76,-2.213,314.2,0.667,0.222
2019,535,U.S. Open,"Montgomery, Taylor",3,74,-1.592,316.7,0.444,0.7
2019,535,U.S. Open,"Montgomery, Taylor",4,74,-0.831,310.4,0.444,0.667
2019,535,U.S. Open,"Bhatia, Akshay",1,73,0.718,301.1,0.5,0.455
2019,535,U.S. Open,"Bhatia, Akshay",2,73,0.787,298.4,0.5,0.583
2019,535,U.S. Open,"Bhatia, Akshay",3,73,-0.592,309.4,0.556,0.444
2019,535,U.S. Open,"Bhatia, Akshay",4,75,-1.831,304.0,0.556,0.625
2019,535,U.S. Open,"Mickelson, Phil",1,75,-1.282,296.4,0.556,0.714
2019,535,U.S. Open,"Mickelson, Phil",2,69,4.787,307.0,0.5,0.8
2019,535,U.S. Open,"Mickelson, Phil",3,76,-3.592,294.1,0.611,0.556
2019,535,U.S. Open,"Mickelson, Phil",4,75,-1.831,300.0,0.556,0.444
2019,535,U.S. Open,"Sigg, Greyson",1,71,2.718,304.7,0.667,0.333
2019,535,U.S. Open,"Sigg, Greyson",2,74,-0.213,303.9,0.667,0.4
2019,535,U.S. Open,"Sigg, Greyson",3,75,-2.592,302.9,0.444,0.5
2019,535,U.S. Open,"Sigg, Greyson",4,75,-1.831,308.5,0.444,0.545
2019,535,U.S. Open,"Leishman, Marc",1,74,-0.282,293.1,0.5,0.667
2019,535,U.S. Open,"Leishman, Marc",2,70,3.787,296.0,0.611,0.5
2019,535,U.S. Open,"Leishman, Marc",3,75,-2.592,300.5,0.556,0.5
2019,535,U.S. Open,"Leishman, Marc",4,77,-3.831,297.3,0.556,0.286
2019,535,U.S. Open,"Jones, Matt",1,72,1.718,304.9,0.5,0.8
2019,535,U.S. Open,"Jones, Matt",2,71,2.787,297.9,0.444,0.727
2019,535,U.S. Open,"Jones, Matt",3,79,-6.592,305.3,0.444,0.538
2019,535,U.S. Open,"Jones, Matt",4,75,-1.831,309.7,0.611,0.444
2019,535,U.S. Open,"Merritt, Troy",1,75,-1.282,291.5,0.278,0.692
2019,535,U.S. Open,"Merritt, Troy",2,71,2.787,294.1,0.667,0.857
2019,535,U.S. Open,"Merritt, Troy",3,73,-0.592,290.2,0.667,0.6
2019,535,U.S. Open,"Merritt, Troy",4,78,-4.831,289.1,0.389,0.333
2019,535,U.S. Open,"Lowry, Shane",1,72,1.718,297.0,0.667,0.667
2019,535,U.S. Open,"Lowry, Shane",2,74,-0.213,306.0,0.722,0.5
2019,535,U.S. Open,"Lowry, Shane",3,72,0.408,302.8,0.611,0.8
2019,535,U.S. Open,"Lowry, Shane",4,79,-5.831,302.1,0.667,0.2
2019,535,U.S. Open,"Westmoreland, Kyle",1,71,2.718,316.8,0.722,0.667
2019,535,U.S. Open,"Westmoreland, Kyle",2,73,0.787,317.2,0.667,0.714
2019,535,U.S. Open,"Westmoreland, Kyle",3,78,-5.592,317.5,0.333,0.4
2019,535,U.S. Open,"Westmoreland, Kyle",4,76,-2.831,323.9,0.722,0.111
2019,535,U.S. Open,"Nienaber, Wilco",1,72,1.718,333.1,0.722,0.5
2019,535,U.S. Open,"Nienaber, Wilco",2,74,-0.213,347.6,0.556,0.455
2019,535,U.S. Open,"Nienaber, Wilco",3,80,-7.592,330.4,0.444,0.308
2019,535,U.S. Open,"Nienaber, Wilco",4,72,1.169,334.5,0.667,0.429
2019,535,U.S. Open,"Walker, Jimmy",1,74,-0.282,299.3,0.611,0.429
2019,535,U.S. Open,"Walker, Jimmy",2,72,1.787,297.0,0.444,0.667
2019,535,U.S. Open,"Walker, Jimmy",3,77,-4.592,298.1,0.5,0.333
2019,535,U.S. Open,"Walker, Jimmy",4,80,-6.831,312.1,0.222,0.389
2019,535,U.S. Open,"Gomez, Fabian",1,70,3.718,287.4,0.5,0.7
2019,535,U.S. Open,"Gomez, Fabian",2,76,-2.213,285.3,0.5,0.889
2019,535,U.S. Open,"Gomez, Fabian",3,78,-5.592,285.1,0.333,0.545
2019,535,U.S. Open,"Gomez, Fabian",4,79,-5.831,284.1,0.5,0.571
2019,535,U.S. Open,"Wiesberger, Bernd",1,75,-1.282,299.2,0.722,0.4
2019,535,U.S. Open,"Wiesberger, Bernd",2,72,1.787,301.8,0.556,0.75
2019,535,U.S. Open,"Steele, Brendan",1,73,0.718,296.3,0.611,0.714
2019,535,U.S. Open,"Steele, Brendan",2,74,-0.213,300.1,0.444,0.571
2019,535,U.S. Open,"Detry, Thomas",1,71,2.718,303.5,0.667,0.429
2019,535,U.S. Open,"Detry, Thomas",2,76,-2.213,311.4,0.5,0.364
2019,535,U.S. Open,"Smith, Cameron",1,72,1.718,296.7,0.667,0.875
2019,535,U.S. Open,"Smith, Cameron",2,75,-1.213,304.2,0.667,0.333
2019,535,U.S. Open,"Ryder, Sam",1,77,-3.282,297.6,0.389,0.385
2019,535,U.S. Open,"Ryder, Sam",2,70,3.787,295.4,0.556,0.889
2019,535,U.S. Open,"van Rooyen, Erik",1,74,-0.282,296.4,0.556,0.429
2019,535,U.S. Open,"van Rooyen, Erik",2,73,0.787,303.0,0.5,0.75
2019,535,U.S. Open,"Pendrith, Taylor",1,75,-1.282,325.8,0.667,0.5
2019,535,U.S. Open,"Pendrith, Taylor",2,72,1.787,322.0,0.556,0.556
2019,535,U.S. Open,"Armitage, Marcus",1,71,2.718,298.4,0.722,1.0
2019,535,U.S. Open,"Armitage, Marcus",2,76,-2.213,303.6,0.5,0.583
2019,535,U.S. Open,"Kozan, Andrew",1,71,2.718,293.4,0.667,0.857
2019,535,U.S. Open,"Kozan, Andrew",2,76,-2.213,301.9,0.389,0.6
2019,535,U.S. Open,"Burns, Sam",1,73,0.718,306.4,0.333,0.643
2019,535,U.S. Open,"Burns, Sam",2,74,-0.213,305.8,0.611,0.111
2019,535,U.S. Open,"Zaback, Zach",1,75,-1.282,295.0,0.611,0.714
2019,535,U.S. Open,"Zaback, Zach",2,72,1.787,298.3,0.667,0.286
2019,535,U.S. Open,"Clark, Wyndham",1,75,-1.282,319.3,0.611,0.444
2019,535,U.S. Open,"Clark, Wyndham",2,72,1.787,319.2,0.667,0.6
2019,535,U.S. Open,"Kuchar, Matt",1,73,0.718,288.4,0.611,0.571
2019,535,U.S. Open,"Kuchar, Matt",2,75,-1.213,288.9,0.278,0.643
2019,535,U.S. Open,"Johnson, Zach",1,75,-1.282,285.2,0.611,0.714
2019,535,U.S. Open,"Johnson, Zach",2,73,0.787,294.2,0.611,0.556
2019,535,U.S. Open,"Ortiz, Carlos",1,75,-1.282,310.4,0.444,0.538
2019,535,U.S. Open,"Ortiz, Carlos",2,73,0.787,307.1,0.667,0.286
2019,535,U.S. Open,"Hatton, Tyrrell",1,70,3.718,310.5,0.5,0.7
2019,535,U.S. Open,"Hatton, Tyrrell",2,78,-4.213,310.7,0.278,0.438
2019,535,U.S. Open,"Conners, Corey",1,75,-1.282,304.9,0.5,0.6
2019,535,U.S. Open,"Conners, Corey",2,73,0.787,297.7,0.611,0.75
2019,535,U.S. Open,"Veerman, Johannes",1,73,0.718,303.9,0.611,0.75
2019,535,U.S. Open,"Veerman, Johannes",2,75,-1.213,307.2,0.444,0.545
